obj_partner_name,marc,obj_prod_stream,obj_grant_cycle,obj_workflow_state__label,obj_object_identifier,obj_project_identifier,obj_ia_url__url,obj_nid_link,obj_call_number,obj_av_item_parts__ip_call_number,obj_temporary_id,obj_av_item_parts__ip_temporary_id,type,obj_media_type,obj_av_item_parts__ip_media_type,obj_av_item_parts__ip_gauge_and_format,obj_av_item_parts__ip_sides_parts,obj_av_item_parts__ip_price_bundle,obj_prsv_duration_string,obj_administrative_notes,obj_partner_admin_notes,obj_notes_to_vendor,label,obj_alternative_title,obj_series_title,obj_collection_guide__title,obj_collection_guide__url,obj_created_date__date_free,obj_published_date__date_free,obj_significance,obj_description,obj_subject_topic__label,obj_subject_entity__label,obj_genre__label,obj_spatial_coverage__label,obj_temporal_coverage__date_free,obj_language__value,obj_country_of_creation__value,obj_copyright_statement,obj_creator__name_label_distributor_role,obj_creator__name_label_creator_role,obj_creator__name_label_producer_role,obj_creator__name_label_director_role,obj_creator__name_label_interviewee_role,obj_creator__name_label_interviewer_role,obj_creator__name_label_speaker_role,obj_creator__name_label_writer_role,obj_creator__name_label_editor_role,obj_creator__name_label_performer_role,obj_creator__name_label_musician_role,obj_creator__name_label_contributor_role,obj_creator__name_label_cinematographer_role,obj_creator__name_label_narrator_role,obj_creator__name_label_panelist_role,obj_creator__name_label_actor_role,obj_creator__name_label_artist_role,obj_creator__name_label_artistic_director_role,obj_creator__name_label_author_role,obj_creator__name_label_camera_operator_role,obj_creator__name_label_choreographer_role,obj_creator__name_label_commentator_role,obj_creator__name_label_composer_role,obj_creator__name_label_conductor_role,obj_creator__name_label_costume_designer_role,obj_creator__name_label_filmmaker_role,obj_creator__name_label_host_role,obj_creator__name_label_moderator_role,obj_creator__name_label_photographer_role,obj_creator__name_label_recording_engineer_role,obj_creator__name_label_reporter_role,obj_creator__name_label_set_designer_role,obj_creator__name_label_sound_designer_role,obj_creator__name_label_technical_director_role,obj_av_item_parts__ip_generation__label,obj_av_item_parts__ip_additional_technical_notes,obj_av_item_parts__ip_container_item_annotations,obj_condition_list__value,obj_condition_note,obj_av_item_parts__ip_condition_notes,obj_av_item_parts__ip_aspect_ratio,obj_av_item_parts__ip_frame_rate_tid,obj_av_item_parts__ip_running_speed,obj_av_item_parts__ip_colors_tid,obj_av_item_parts__ip_silent_sound_tid,obj_av_item_parts__ip_track_standard_tid,obj_av_item_parts__ip_stock_manufacturer,obj_av_item_parts__ip_base_type,obj_related_materials__entity_reference,obj_related_materials__relation_type,obj_transcript,obj_transcript_url,obj_asset_type__label,obj_copyright_date__date_free,obj_creator__name_label_copyright_holder_role,obj_copyright_holder_info,obj_copyright_notice,obj_qc_state,obj_overall_image_sound_qc__label,obj_notes_from_vendor,obj_notes_to_user,obj_partner_qc_notes,obj_car_qc_notes_for_vendor,obj_car_notes_for_partner,obj_prsv_files_per_object,obj_node_id_from_d7,obj_cdm_number,obj_cdm_url,obj_project_note,obj_pushed_to_car_date,obj_prsv_embedded_descriptive_metadata,obj_prsv_tech_specs,obj_access_tech_specs,obj_xml_from_vendor_validates,obj_partner_websites,obj_partner_rights_statement,obj_partner_address,obj_funder,node_id_no_changes,node_uuid_no_changes,obj_ark_identifier,obj_oclc_number,obj_av_item_parts__ip_special_handling,obj_tcis_id
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474943,SFJZ0893;SFJZ0894,"#1:: SFJZ0893; SFJZ0894
#2:: SFJZ0893; SFJZ0894",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending), with SFJZ0893 as Part 1 and SFJZ0894 as Part 2.",,"Paula West with the Eric Reed Trio & special guest Oscar Brown, Jr",,2005 San Francisco Jazz Festival (Spring Season),,,2005-06-26,,"This live event took place as part of the 2005 San Francisco Jazz Festival's Spring Season series.  The recording features Paula West with the Eric Reed Trio & special guest Oscar Brown, Jr. performing at Herbst Theatre in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This live event took place as part of the 2005 San Francisco Jazz Festival's Spring Season series.  The recording features Paula West with the Eric Reed Trio & special guest Oscar Brown, Jr. performing at Herbst Theatre in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,"Brown, Oscar, Jr., 1926-2005;Reed, Eric.",,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Excellent,"No signs of deterioration, has been kept in paper sleeve",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474943,22374bc9-e04c-445c-b28d-296c2c94052f,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474944,SFJZ0895;SFJZ0896,"#1:: SFJZ0895; SFJZ0896
#2:: SFJZ0895; SFJZ0896",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending), with SFJZ0895 as Part 1 and SFJZ0896 as Part 2.",,Abbey Lincoln (Opening Night concert for Hurricane Katrina Relief),,23rd Annual San Francisco Jazz Festival (2005),,,2005-10-19,,"This event took place as part of the 23rd Annual San Francisco Jazz Festival.  The recording features Abbey Lincoln (vocals), Marc Cary (piano), Michael Bowie (bass), Jaz Sawyer (drums) performing at Herbst Theatre in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This event took place as part of the 23rd Annual San Francisco Jazz Festival.  The recording features Abbey Lincoln (vocals), Marc Cary (piano), Michael Bowie (bass), and Jaz Sawyer (drums) performing at Herbst Theatre in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,"Lincoln, Abbey;Bowie, Michael, 1961-.",,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Excellent,"No signs of deterioration, has been kept in paper sleeve",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474944,64db865a-ec7d-4a22-aa2f-bc47c9ac90f5,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474945,SFJZ0897,SFJZ0897,,,Sound,Sound,Sound,Compact Disc-Recordable (CD-R),1 disc,Digital collections handled by CA-R staff,,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05",,,Patricia Barber Quartet,,23rd Annual San Francisco Jazz Festival (2005),,,2005-10-27,,"This event took place as part of the 23rd Annual San Francisco Jazz Festival.  The recording features Patricia Barber (piano, vocals), Neal Alger (guitar), Michael Arnopol (bass), and Eric Montzka (drums) performing at Herbst Theatre in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This event took place as part of the 23rd Annual San Francisco Jazz Festival.  The recording features Patricia Barber (piano, vocals), Neal Alger (guitar), Michael Arnopol (bass), and Eric Montzka (drums) performing at Herbst Theatre in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,"Barber, Patricia",,,,,,,,,,,,,,,,,,,,,,,,,Original,,,Good,"No signs of deterioration, has been kept in paper sleeve",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474945,aff17574-0e85-43b2-b9a7-3b81f257d65c,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474946,SFJZ0898;SFJZ0899,"#1:: SFJZ0898; SFJZ0899
#2:: SFJZ0898; SFJZ0899",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending), with SFJZ0898 as Part 1 and SFJZ0899 as Part 2.",,George Cables Project (2005),,23rd Annual San Francisco Jazz Festival (2005),,,2005-10-28,,"This event took place as part of the 23rd Annual San Francisco Jazz Festival.  The recording features George Cables Project with Gary Bartz, Jeff ""Tain"" Watts, Eric Revis, and special guest Bobby Hutcherson performing at Herbst Theatre in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This event took place as part of the 23rd Annual San Francisco Jazz Festival.  The recording features George Cables Project with Gary Bartz, Jeff ""Tain"" Watts, Eric Revis, and special guest, Bobby Hutcherson, performing at Herbst Theatre in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,"Cables, George;Bartz, Gary.",,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Good,"No signs of deterioration, has been kept in paper sleeve",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474946,ef96e274-94b2-4c7a-a014-9599c2ade01d,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474947,SFJZ0902;SFJZ0903,"#1:: SFJZ0902; SFJZ0903
#2:: SFJZ0902; SFJZ0903",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending), with SFJZ0902 as Part 1with Denny Zeitlin Trio and SFJZ0903 as Part 2 with Bill Charlap Trio.",,"Denny Zeitlin Trio, Bill Charlap Trio",,23rd Annual San Francisco Jazz Festival (2005),,,2005-11-02,,"This event took place as part of the 23rd Annual San Francisco Jazz Festival.  The recording features a double bill of Denny Zeitlin Trio and Bill Charlap Trio performing in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This event took place as part of the 23rd Annual San Francisco Jazz Festival.  The recording features a double bill of Denny Zeitlin Trio and Bill Charlap Trio performing in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,Denny Zeitlin Trio;Bill Charlap Trio.,,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Excellent,"No signs of deterioration, has been kept in paper sleeve",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474947,0f89a2f8-b97b-4b1d-b523-9184c2968038,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474948,SFJZ0908;SFJZ0909,"#1:: SFJZ0908; SFJZ0909
#2:: SFJZ0908; SFJZ0909",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending), with SFJZ0908 as Part 1 and SFJZ0909 as Part 2.",,"Toots Thielemans with Kenny Werner, Oscar Castro-Neves, Airto",,23rd Annual San Francisco Jazz Festival (2005),,,2005-11-06,,"This event took place as part of the 23rd Annual San Francisco Jazz Festival.  The recording features Toots Thielemans with Kenny Werner, Oscar Castro-Neves, and Airto performing in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This event took place as part of the 23rd Annual San Francisco Jazz Festival.  The recording features Toots Thielemans with Kenny Werner, Oscar Castro-Neves, and Airto performing in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,"Thielemans, Toots;Werner, Kenny;Castro-Neves, Oscar.",,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Excellent,"No signs of deterioration, has been kept in paper sleeve",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474948,dd4475b8-7334-4adc-b30d-5932e8a388ce,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474949,SFJZ0912;SFJZ0913,"#1:: SFJZ0912; SFJZ0913
#2:: SFJZ0912; SFJZ0913",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending), with SFJZ0912 as Part 1 and SFJZ0913 as Part 2.",,Ellis Marsalis Quartet,,2006 San Francisco Jazz Festival (Spring Season),,,2006-03-25,,"This live event took place as part of the 2006 San Francisco Jazz Festival's Spring Season series.  The recording features the Ellis Marsalis Quartet performing in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This live event took place as part of the 2006 San Francisco Jazz Festival's Spring Season series.  The recording features the Ellis Marsalis Quartet performing in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,Ellia Marsalis Quartet,,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Excellent,"No signs of deterioration, has been kept in paper sleeve",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474949,9f3d701a-d62a-447d-88dc-c729449fefaf,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474950,SFJZ0918;SFJZ0919,"#1:: SFJZ0918; SFJZ0919
#2:: SFJZ0918; SFJZ0919",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending), with SFJZ0918 as Part 1 and SFJZ0919 as Part 2.",,SFJAZZ Collective (2006),,2006 San Francisco Jazz Festival (Spring Season),,,2006-04-14,,"This live event took place as part of the 2006 San Francisco Jazz Festival's Spring Season series.  The recording features the SFJAZZ Collective performing at the Herbst Theatre in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This event took place as part of the 2006 San Francisco Jazz Festival's Spring Season series.  The recording features the SFJAZZ Collective performing at the Herbst Theatre in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Excellent,"No signs of deterioration, has been kept in paper sleeve",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474950,c80a39f5-0ce8-4ba1-969b-196ca991b780,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474951,SFJZ0920;SFJZ0921,"#1:: SFJZ0920; SFJZ0921
#2:: SFJZ0920; SFJZ0921",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending), with SFJZ0921 as Part 1 and SFJZ0921 as Part 2.",,SFJAZZ Collective,,2006 San Francisco Jazz Festival (Spring Season),,,2006-04-15,,"This live event took place as part of the 2006 San Francisco Jazz Festival's Spring Season series.  The recording features the SFJAZZ Collective performing at the Herbst Theatre in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This live event took place as part of the 2006 San Francisco Jazz Festival's Spring Season series.  The recording features the SFJAZZ Collective performing at the Herbst Theatre in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Excellent,"No signs of deterioration, has been kept in paper sleeve",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474951,e56ad705-51fc-4e8b-8428-56986b09468c,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474952,SFJZ0922;SFJZ0923,"#1:: SFJZ0922; SFJZ0923
#2:: SFJZ0922; SFJZ0923",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending), with SFJZ0922 as Part 1 and SFJZ0923 as Part 2.",,Sacred Space: Pharoah Sanders,,2006 San Francisco Jazz Festival (Spring Season),,,2006-04-21,,"This live event took place as part of the 2006 San Francisco Jazz Festival's Spring Season series.  The recording features Pharoah Sanders performing at the Grace Cathedral in San Francisco, CA, as part of the ""Sacred Space"" series. This recording is found nowhere else and has never been available to the public.","This live event took place as part of the 2006 San Francisco Jazz Festival's Spring Season series.  The recording features Pharoah Sanders performing at the Grace Cathedral in San Francisco, CA, as part of the ""Sacred Space"" series.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,"Sanders, Pharoah",,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Good,"No signs of deterioration, has been kept in paper sleeve",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474952,782953f8-554b-4841-b4c1-42e895d92f7d,,,,
